reactionsId,subsetId
27620007,126485001
27635008,419076005
27719009,74474003
27757009,419076005
28031001,419076005
28391008,419076005
28414003,126485001
28442001,419076005
28590005,419076005
28651003,419076005
28715001,419076005
28724005,419076005
28743005,419076005
28840001,126485001
28945005,74474003
29050005,419076005
29139005,419076005
29164008,419076005
29695002,419076005
29857009,419076005
30069002,419076005
30077003,419076005
30085007,419076005
30227006,419076005
30233002,419076005
30304000,419076005
30654002,419076005
30657009,65124004
30731004,419076005
30744009,267036007
30746006,419076005
30760008,419076005
30833006,419076005
31166000,419076005
31499008,62315008
31681005,419076005
31908003,419076005
31922003,126485001
32035007,419076005
32295003,419076005
33129002,419076005
33339001,126485001
33370009,16932000
33382000,419076005
33653009,419076005
33841007,16932000
34021006,74474003
34038005,419076005
34272008,419076005
34363003,126485001
34560001,267036007
34630004,126485001
34789001,419076005
34923007,16932000
35001004,419076005
35265002,74474003
35298007,419076005
35489007,419076005
35560008,74474003
35678005,419076005
35688006,419076005
36269003,419076005
36311007,419076005
36349006,419076005
36715001,419076005
36729000,419076005
36923009,419076005
36955009,419076005
36975000,74474003
37042000,126485001
37151006,419076005
37224001,16932000
37231002,419076005
37356005,419076005
37372002,74474003
37471005,419076005
37702000,126485001
37796009,419076005
38205001,62315008
38343000,419076005
38403006,419076005
38685005,16932000
38938002,74474003
39384006,419076005
39402007,419076005
39429002,419076005
39479004,419076005
39579001,39579001
39672001,419076005
39931000,419076005
39950000,267036007
39963006,62315008
40175007,126485001
40178009,126485001
40370006,126485001
40541001,419076005
40568001,419076005
40712008,419076005
40739000,419076005
40835002,74474003
41021005,419076005
41156006,126485001
41174002,419076005
41270004,419076005
41291007,65124004
41308008,419076005
41413006,419076005
41652007,419076005
41890004,126485001
41975002,419076005
41986000,74474003
42265009,126485001
42442001,126485001
42513006,419076005
42541005,419076005
42570001,126485001
42698006,74474003
42984000,419076005
43118004,126485001
43153006,419076005
43240000,62315008
43363007,419076005
43364001,419076005
43406003,74474003
43507005,419076005
43516009,419076005
43548008,419076005
43591003,126485001
43724002,419076005
43763009,419076005
44001008,419076005
44057004,419076005
44077006,419076005
44087005,419076005
44169009,419076005
44186003,419076005
44509000,126485001
44564008,419076005
44635007,419076005
44780000,419076005
44913001,419076005
45150006,419076005
45177002,65124004
45326000,419076005
45352006,419076005
45640006,74474003
45994004,16932000
46152009,419076005
46244001,419076005
46523000,74474003
46708007,74474003
46799006,62315008
46847001,419076005
47064007,74474003
47312008,419076005
47372000,419076005
47505003,419076005
47812002,419076005
47841006,419076005
47933007,419076005
48000002,16932000
48167000,419076005
48269007,419076005
48347002,419076005
48409008,419076005
48436005,419076005
48658001,74474003
48694002,419076005
48729005,74474003
48974009,74474003
49206006,16932000
49218002,419076005
49232000,74474003
49237006,62315008
49523001,419076005
49526009,419076005
49563000,419076005
49575005,419076005
49605003,419076005
49650001,419076005
49727002,419076005
50219008,419076005
50438001,419076005
50663005,74474003
50764006,16932000
50776006,419076005
51057008,126485001
51197009,419076005
51339003,419076005
51551000,74474003
51599000,419076005
51611005,126485001
51696001,126485001
51806005,419076005
51847008,74474003
51885006,16932000
52008007,419076005
52031007,16932000
52073004,419076005
52230004,126485001
52368004,419076005
52379009,419076005
52598005,419076005
52613005,419076005
52702003,419076005
52754008,419076005
52897009,419076005
53057004,419076005
53156005,62315008
53337006,74474003
53338001,419076005
53430007,419076005
53726008,419076005
53751009,419076005
53877005,74474003
54200006,419076005
54366004,419076005
54385001,126485001
54388004,419076005
54586004,419076005
54768000,419076005
54792008,126485001
54798007,74474003
55145008,419076005
55222007,419076005
55300003,419076005
55442000,267036007
55475008,419076005
55608001,126485001
55617001,74474003
55728007,419076005
55746001,74474003
55846006,126485001
55985003,419076005
56018004,419076005
56097005,419076005
56170001,419076005
56231002,419076005
56253000,126485001
56317004,419076005
56425003,419076005
56461008,74474003
56608008,419076005
56610005,419076005
56940005,126485001
56977002,419076005
57207003,419076005
57246001,74474003
57419008,419076005
57676002,419076005
57748001,74474003
57769004,267036007
58554001,419076005
58711008,74474003
58872001,126485001
59021001,419076005
59026006,419076005
59050008,419076005
59172008,126485001
59265000,267036007
59275002,419076005
59292006,419076005
59356009,74474003
59515005,74474003
59770006,419076005
59940009,419076005
60002000,419076005
60103007,419076005
60119000,419076005
60210005,419076005
60241006,419076005
60416001,419076005
60555002,419076005
60698006,74474003
60700002,419076005
60728008,65124004
60845006,267036007
60862001,419076005
60967006,419076005
61099007,126485001
61281005,419076005
61300005,74474003
61401005,74474003
61582004,419076005
62315008,62315008
62341002,74474003
62366003,74474003
62452009,419076005
62476001,419076005
62507009,419076005
62607004,419076005
62647006,419076005
62744007,267036007
62838000,74474003
62851005,419076005
63074002,419076005
63454000,419076005
63501000,126485001
63722008,16932000
63901009,419076005
63954007,74474003
64094003,74474003
64109004,419076005
64113006,419076005
64121000,74474003
64144002,126485001
64206003,419076005
64249002,419076005
64269007,419076005
64379006,419076005
64398008,74474003
64491003,419076005
64531003,419076005
64540004,126485001
64581007,16932000
64779008,419076005
64855000,419076005
65038009,126485001
65074000,419076005
65124004,65124004
65605001,419076005
65645005,126485001
65747008,65124004
66270006,419076005
66609003,419076005
66637005,419076005
66657009,419076005
66673003,74474003
66767006,74474003
66857006,419076005
67081008,126485001
67198005,419076005
67233009,419076005
67678004,419076005
67782005,419076005
67882000,126485001
67895005,419076005
68154008,419076005
68162000,74474003
68166002,126485001
68225006,419076005
68235000,419076005
68266006,126485001
68345001,419076005
68467004,419076005
68640004,419076005
68653001,419076005
68659002,419076005
68670009,419076005
68898005,419076005
68962001,419076005
68978004,419076005
69069001,126485001
69192004,419076005
69690008,419076005
69980003,62315008
70346000,419076005
70375006,74474003
70418001,74474003
70558001,419076005
70747007,419076005
70884002,419076005
71303008,419076005
71315007,419076005
71419002,16932000
71884009,419076005
71958004,419076005
72007001,419076005
72042002,419076005
72245005,16932000
72365000,267036007
72405004,419076005
72408002,74474003
72681001,419076005
73098005,126485001
73322006,267036007
73335002,16932000
73371001,419076005
73442001,126485001
73658009,126485001
73762008,419076005
74026008,126485001
74123003,419076005
74323005,419076005
74333002,419076005
74341002,74474003
74474003,74474003
74776002,126485001
75094005,419076005
75140002,419076005
75295004,419076005
75364009,419076005
75483001,419076005
75614007,419076005
75789001,419076005
75803007,419076005
75867005,126485001
75879005,419076005
75884004,74474003
76067001,419076005
76078009,74474003
76097009,126485001
76181002,74474003
76462000,419076005
77123007,419076005
77138008,419076005
77252004,126485001
77300003,126485001
77376005,419076005
77507001,419076005
77661009,74474003
77692006,419076005
77830003,419076005
77880009,419076005
77968000,419076005
77971008,419076005
78129009,419076005
78144005,419076005
78146007,419076005
78370002,419076005
78459008,419076005
78514002,419076005
78631004,126485001
78667006,419076005
78913002,419076005
79280005,419076005
79298009,419076005
79890006,419076005
79893008,126485001
79922009,419076005
80068009,65124004
80182007,419076005
80313002,419076005
80744008,419076005
81142005,74474003
81271001,126485001
81318004,74474003
81387001,74474003
81518000,74474003
81680005,419076005
81856009,126485001
81903006,419076005
81950002,419076005
82275008,419076005
82297005,419076005
82423001,419076005
82470000,419076005
82636008,419076005
82639001,419076005
82721003,126485001
82729001,65124004
82741008,126485001
82934008,419076005
82966003,65124004
82991003,419076005
83132003,419076005
83134002,62315008
83351003,419076005
83458005,419076005
83628005,74474003
83699005,419076005
83839005,126485001
84124004,74474003
84178004,419076005
84229001,419076005
84445001,419076005
84471002,419076005
84480002,419076005
84568007,419076005
84625002,419076005
85007004,419076005
85521005,74474003
85571008,419076005
85787009,74474003
85859006,74474003
85920003,419076005
86030004,419076005
86160006,419076005
86166000,419076005
86258000,74474003
86487001,126485001
86563000,126485001
86615009,62315008
86773000,419076005
86895006,74474003
87065009,419076005
87144001,126485001
87414006,419076005
87486003,419076005
87512008,419076005
87557004,419076005
87621000,16932000
87715008,419076005
87756006,74474003
87763006,74474003
87764000,419076005
87796008,74474003
87872006,419076005
88151007,419076005
88233000,126485001
88278002,419076005
88522004,419076005
88697005,126485001
88899005,419076005
88995000,419076005
89091004,419076005
89099002,419076005
89105000,419076005
89390009,419076005
89419008,419076005
89469000,74474003
89555002,419076005
89687005,419076005
89748001,74474003
90092004,419076005
90257004,74474003
90325002,16932000
90446007,126485001
90489006,74474003
90834002,419076005
91019004,419076005
91173007,16932000
91175000,419076005
91487003,126485001
91514001,419076005
91612009,419076005
93423006,419076005
95322002,419076005
95328003,126485001
95332009,126485001
95352005,65124004
95353000,419076005
95364002,419076005
95365001,419076005
95366000,419076005
95368004,419076005
95369007,419076005
95370008,419076005
95371007,419076005
95372000,419076005
95373005,419076005
95374004,419076005
95375003,419076005
95388000,419076005
95392007,419076005
95394008,126485001
95421005,419076005
95437004,419076005
95439001,419076005
95531001,74474003
95533003,74474003
95535005,74474003
95540002,74474003
95544006,62315008
95545007,62315008
95548009,419076005
95590003,126485001
95654002,419076005
95655001,419076005
95668009,419076005
102482005,419076005
102549009,419076005
102556003,419076005
102558002,419076005
102560000,419076005
102562008,419076005
102563003,419076005
102564009,419076005
102565005,419076005
102566006,419076005
102570003,419076005
102572006,419076005
102573001,419076005
102575008,419076005
102576009,419076005
102577000,267036007
102588006,419076005
102589003,419076005
102591006,419076005
102599008,419076005
102606000,126485001
102614006,419076005
102619001,419076005
102835006,419076005
103014001,419076005
103015000,419076005
109773002,419076005
110989007,126485001
111188005,126485001
111255008,419076005
111278002,419076005
111353003,74474003
111360009,419076005
111475002,419076005
111523009,419076005
111541001,419076005
115666004,419076005
118230007,419076005
118654009,419076005
123583002,419076005
123584008,126485001
123640000,419076005
123705009,126485001
126485001,126485001
127086001,419076005
128200000,419076005
128333008,62315008
128473001,419076005
129585003,419076005
129597002,16932000
129598007,16932000
129627002,419076005
129847007,419076005
131148009,419076005
135860001,419076005
135882008,419076005
135883003,419076005
135888007,419076005
139394000,419076005
161831008,419076005
161832001,419076005
161833006,419076005
161855003,419076005
161857006,419076005
161873000,419076005
161874006,419076005
161891005,419076005
161892003,419076005
161893008,419076005
161894002,419076005
161896000,419076005
161923004,419076005
161924005,419076005
161925006,419076005
161932002,419076005
161933007,419076005
161939006,267036007
161940008,267036007
161941007,267036007
161947006,419076005
161959005,419076005
161969004,419076005
161972006,419076005
161973001,419076005
161974007,419076005
161977000,419076005
161996001,419076005
161997005,419076005
161998000,419076005
162007004,65124004
162011005,419076005
162024005,419076005
162025006,419076005
162030005,419076005
162031009,419076005
162038003,419076005
162039006,419076005
162042000,419076005
162046002,419076005
162047006,419076005
162048001,419076005
162049009,419076005
162050009,419076005
162051008,419076005
162052001,419076005
162053006,419076005
162059005,419076005
162068007,65124004
162106006,419076005
162116003,419076005
162128006,419076005
162138001,419076005
162143008,419076005
162145001,419076005
162147009,419076005
162148004,419076005
162156001,419076005
162189001,419076005
162200009,419076005
162204000,419076005
162211001,419076005
162227008,419076005
162236007,419076005
162248005,419076005
162277006,419076005
162278001,419076005
162288000,126485001
162290004,419076005
162297001,419076005
162299003,419076005
162301005,419076005
162304002,419076005
162307009,419076005
162308004,419076005
162309007,419076005
162310002,419076005
162349004,419076005
162351000,419076005
162352007,419076005
162353002,419076005
162354008,419076005
162356005,419076005
162359003,419076005
162367006,419076005
162382001,419076005
162383006,65124004
162397003,419076005
162410003,65124004
162415008,419076005
162494006,419076005
162502002,419076005
162503007,419076005
162504001,419076005
162505000,419076005
162506004,419076005
162683001,419076005
162722001,419076005
162773009,419076005
162777005,419076005
162781005,419076005
162782003,419076005
162797000,419076005
162804007,419076005
162890008,419076005
162891007,419076005
162892000,419076005
162894004,419076005
162899009,419076005
162916002,419076005
162992001,419076005
163140002,419076005
163145007,419076005
163147004,419076005
163148009,419076005
163168003,419076005
163214004,419076005
163215003,419076005
163216002,419076005
163217006,419076005
163218001,419076005
163219009,419076005
163220003,419076005
163221004,419076005
163222006,419076005
163236001,419076005
163267004,419076005
163358002,419076005
163410005,419076005
163422008,419076005
163424009,419076005
163425005,419076005
163426006,419076005
163427002,419076005
163428007,419076005
163429004,419076005
163430009,419076005
163431008,419076005
163608000,419076005
163664000,419076005
163666003,419076005
163667007,419076005
163668002,419076005
163669005,419076005
163707002,419076005
163708007,419076005
163728006,419076005
163729003,419076005
163730008,419076005
163774005,419076005
163885003,419076005
163890000,419076005
163891001,419076005
163919004,419076005
163920005,419076005
163922002,419076005
163923007,419076005
163925000,419076005
163931002,419076005
163932009,419076005
164050008,419076005
164055003,419076005
164056002,419076005
164086009,419076005
164148003,419076005
164150006,419076005
164151005,419076005
164152003,419076005
164155001,419076005
164156000,419076005
164157009,419076005
164158004,419076005
164159007,419076005
164160002,419076005
164167004,419076005
164182009,419076005
164184005,419076005
164185006,419076005
164186007,419076005
164196003,419076005
164197007,419076005
164199005,419076005
164219003,419076005
164221008,419076005
164222001,419076005
164246008,419076005
164247004,419076005
164276001,419076005
164277005,419076005
164278000,419076005
164282003,419076005
164288004,419076005
164303007,419076005
164304001,419076005
164307008,419076005
164308003,419076005
164309006,419076005
164311002,419076005
164312009,419076005
164313004,419076005
164314005,419076005
164315006,419076005
164316007,419076005
164323008,419076005
164325001,419076005
164331003,419076005
164361006,419076005
164365002,419076005
164368000,419076005
164369008,419076005
164408004,419076005
164424003,419076005
164426001,419076005
164447002,419076005
164457001,419076005
164464004,419076005
164465003,419076005
164466002,419076005
164467006,419076005
164468001,419076005
164539000,419076005
164550002,419076005
164895002,419076005
165004000,419076005
165009005,419076005
165014009,419076005
165230005,419076005
165232002,419076005
165280004,419076005
165283002,419076005
165286005,419076005
165289003,419076005
165292004,419076005
165295002,419076005
165298000,419076005
165301001,419076005
165308007,419076005
167823007,419076005
167824001,419076005
167827008,419076005
167828003,419076005
167833004,419076005
167835006,419076005
167840003,419076005
167841004,419076005
167842006,419076005
167845008,419076005
167846009,419076005
167847000,419076005
167850002,419076005
167851003,419076005
167855007,419076005
167856008,419076005
167985001,419076005
167986000,419076005
167987009,419076005
167990003,419076005
167991004,419076005
167996009,419076005
167997000,419076005
168000008,419076005
168001007,419076005
168476005,419076005
170839003,419076005
185248009,419076005
186694006,419076005
186738001,419076005
191306005,419076005
191455000,419076005
191457008,419076005
191459006,419076005
191466007,419076005
191610000,419076005
191611001,419076005
191616006,419076005
191627008,419076005
191659001,419076005
191664002,419076005
191708009,419076005
191709001,419076005
191714002,419076005
191746002,419076005
191765005,419076005
191793009,419076005
191816009,419076005
191871005,419076005
191873008,419076005
191874002,419076005
191962000,419076005
191966002,419076005
191970005,16932000
191973007,419076005
191997003,419076005
191999000,419076005
192007009,419076005
192017004,419076005
192029008,419076005
192042008,419076005
192071009,419076005
192072002,419076005
192079006,419076005
192080009,419076005
192136006,419076005
192450008,16932000
192454004,419076005
193028008,419076005
193030005,419076005
193031009,419076005
193039006,419076005
193387007,419076005
193462001,419076005
193662007,419076005
193776001,419076005
193894004,419076005
193967004,65124004
194134005,419076005
194355000,419076005
194361002,419076005
194413008,419076005
194415001,419076005
194416000,419076005
194417009,419076005
194419007,419076005
194424005,419076005
194426007,419076005
194429000,419076005
194437008,419076005
195069001,419076005
195070000,419076005
195071001,419076005
195072008,419076005
195663004,419076005
195669000,419076005
195680000,419076005
195834004,419076005
195989002,419076005
196075003,419076005
196076002,419076005
196077006,419076005
196079009,419076005
196080007,419076005
196081006,419076005
196151000,419076005
196152007,419076005
196153002,419076005
196731005,419076005
196735001,419076005
196746003,16932000
197024006,419076005
197028009,419076005
197092000,74474003
197118003,419076005
197119006,419076005
197120000,419076005
197125005,62315008
197130009,16932000
197132001,62315008
197232005,419076005
197480006,419076005
197834003,419076005
197939009,419076005
198035003,419076005
198068005,419076005
198288003,419076005
198436008,419076005
199022003,16932000
199023008,16932000
199025001,16932000
199027009,16932000
199028004,16932000
200430001,419076005
200697006,419076005
200698001,419076005
200699009,419076005
200700005,419076005
200766001,126485001
200767005,126485001
200948000,126485001
200962007,126485001
200963002,126485001
200964008,126485001
200965009,126485001
200966005,126485001
200967001,126485001
200968006,126485001
200969003,126485001
200972005,126485001
200973000,126485001
200974006,126485001
200981004,126485001
200982006,126485001
200983001,126485001
200984007,126485001
200985008,126485001
200990006,126485001
200993008,126485001
200994002,126485001
201000006,126485001
201001005,126485001
201002003,126485001
201016008,126485001
201017004,126485001
201025002,126485001
201108001,419076005
201109009,419076005
201110004,419076005
201112007,419076005
201114008,419076005
201117001,419076005
201119003,419076005
201120009,419076005
201121008,419076005
201132008,419076005
201133003,419076005
201135005,419076005
201136006,419076005
201137002,419076005
201138007,419076005
201139004,419076005
201140002,419076005
201141003,419076005
201142005,419076005
201143000,419076005
201268009,126485001
201269001,126485001
201311005,419076005
201964002,419076005
201967009,419076005
201968004,419076005
201970008,419076005
201972000,419076005
202472008,419076005
202478007,419076005
202479004,419076005
202480001,419076005
202481002,419076005
202482009,419076005
202483004,419076005
202484005,419076005
202485006,419076005
202487003,419076005
202489000,419076005
202490009,419076005
202491008,419076005
202493006,419076005
202495004,419076005
202496003,419076005
202497007,419076005
202510005,419076005
202841003,419076005
203082005,419076005
203095000,419076005
203102006,419076005
203131005,419076005
203508001,419076005
203509009,419076005
205385004,419076005
205545009,419076005
206201001,65124004
206238001,419076005
206406008,74474003
206408009,74474003
206423004,74474003
206425006,74474003
206538000,419076005
207363009,419076005
212356007,419076005
212358008,419076005
212360005,419076005
213134006,419076005
213299007,419076005
213323001,126485001
213340005,65124004
214264003,419076005
223726008,419076005
225565007,419076005
225587003,419076005
225589000,419076005
225595004,419076005
225624000,419076005
225707003,419076005
230145002,419076005
230325003,419076005
230462002,419076005
230467008,419076005
230471006,419076005
230480006,419076005
230488004,419076005
230759001,419076005
230761005,419076005
230763008,419076005
231482005,419076005
231499006,419076005
231500002,419076005
231504006,419076005
231511005,419076005
231517009,419076005
231854006,419076005
231856008,419076005
231857004,419076005
231921008,419076005
231923006,419076005
232209000,419076005
232234000,419076005
232240007,419076005
232242004,126485001
232353008,419076005
232411006,419076005
232430006,419076005
232435001,419076005
232436000,419076005
232437009,419076005
233683003,419076005
233697006,419076005
233701009,419076005
233702002,419076005
233705000,419076005
233708003,419076005
233712009,419076005
233774000,419076005
233808007,419076005
233845001,419076005
234097001,419076005
234099003,419076005
234102003,419076005
234146006,419076005
234493006,419076005
234495004,419076005
235049008,126485001
235224000,74474003
235595009,419076005
235596005,419076005
235839006,62315008
235840008,419076005
236016008,74474003
236069009,419076005
236070005,419076005
236071009,62315008
236077008,62315008
236078003,62315008
236083006,16932000
236092009,74474003
236093004,74474003
236094005,74474003
236095006,74474003
236096007,74474003
236097003,74474003
236540009,419076005
236648008,419076005
236650000,419076005
236784006,419076005
237101004,419076005
237112004,126485001
237126008,419076005
237453001,419076005
238108007,419076005
238405002,419076005
238428001,419076005
238429009,419076005
238453003,126485001
238520006,419076005
238546005,126485001
238550003,126485001
238575004,419076005
238586002,126485001
238587006,126485001
238589009,126485001
238600001,126485001
238601002,126485001
238602009,126485001
238603004,126485001
238609000,126485001
238611009,126485001
238612002,126485001
238613007,126485001
238615000,126485001
238616004,126485001
238617008,126485001
238618003,126485001
238619006,126485001
238620000,126485001
238621001,126485001
238622008,126485001
238628007,126485001
238629004,126485001
238640007,126485001
238644003,126485001
238645002,126485001
238646001,126485001
238647005,126485001
238648000,126485001
238649008,126485001
238651007,126485001
238652000,126485001
238653005,126485001
238654004,126485001
238655003,126485001
238656002,126485001
238657006,126485001
238658001,126485001
238659009,126485001
238660004,126485001
238661000,126485001
238662007,126485001
238663002,126485001
238664008,126485001
238665009,126485001
238666005,126485001
238667001,126485001
238668006,126485001
238669003,126485001
238670002,126485001
238671003,126485001
238682006,126485001
238690006,126485001
238691005,126485001
238693008,126485001
238697009,126485001
238711000,126485001
238714008,419076005
238725004,419076005
238754005,126485001
238783008,126485001
238806009,419076005
238807000,419076005
238812004,126485001
238816001,126485001
238818000,419076005
238820002,126485001
238923001,419076005
238924007,126485001
238968009,419076005
238991008,126485001
239098009,126485001
239099001,126485001
239100009,126485001
239101008,126485001
239102001,126485001
239103006,126485001
239104000,126485001
239733006,419076005
239803008,126485001
239812005,126485001
239813000,126485001
239949003,419076005
240302002,126485001
241929008,419076005
241951000,419076005
241952007,39579001
241954008,39579001
246635007,419076005
246636008,419076005
247348008,419076005
247350000,419076005
247352008,419076005
247353003,419076005
247354009,419076005
247355005,419076005
247366003,419076005
247369005,419076005
247373008,419076005
247398009,419076005
247404004,419076005
247466004,126485001
247470007,126485001
247471006,126485001
247472004,126485001
247493001,419076005
247541001,419076005
247592009,419076005
247753000,419076005
247762003,419076005
247796005,419076005
247803002,419076005
248096004,419076005
248198001,419076005
248413004,126485001
248457000,419076005
248480008,419076005
248482000,65124004
248483005,65124004
248484004,65124004
248485003,65124004
248486002,65124004
248487006,65124004
248490000,419076005
248491001,65124004
248499004,419076005
248500008,419076005
248501007,419076005
248503005,419076005
248506002,419076005
248508001,419076005
248548009,267036007
248596009,419076005
248599002,419076005
248600004,419076005
248601000,419076005
248602007,419076005
248604008,419076005
248773007,419076005
248779006,419076005
248780009,419076005
249288007,419076005
249468005,419076005
249475006,419076005
249496004,419076005
249497008,419076005
249511005,419076005
249517009,62315008
249519007,62315008
249912007,419076005
249913002,419076005
249914008,419076005
249915009,419076005
249916005,419076005
249917001,419076005
249918006,419076005
249983008,419076005
250082003,419076005
251490001,419076005
254175006,126485001
254199006,419076005
258149004,419076005
260912008,419076005
262527008,419076005
262694001,419076005
262695000,419076005
262701006,419076005
262702004,419076005
262703009,419076005
262704003,419076005
262790002,74474003
262838003,74474003
262843005,74474003
262852001,74474003
262858002,74474003
262865005,74474003
262870003,74474003
262876009,74474003
266342009,419076005
266361008,419076005
266433003,419076005
266435005,419076005
266451002,419076005
266464001,74474003
266601003,419076005
267024001,419076005
267032009,419076005
267036007,267036007
267038008,419076005
267039000,65124004
267041004,65124004
267048005,419076005
267051003,74474003
267054006,419076005
267060006,62315008
267064002,419076005
267067009,419076005
267076002,419076005
267078001,419076005
267083009,419076005
267084003,419076005
267096005,419076005
267102003,419076005
267105001,126485001
267618008,419076005
267642007,419076005
267659002,419076005
267660007,419076005
267802000,126485001
267949000,419076005
267950000,419076005
267952008,419076005
267954009,419076005
267981009,419076005
267982002,419076005
268264007,419076005
268621008,419076005
268637002,419076005
268651002,62315008
268652009,419076005
268653004,419076005
268674003,419076005
268715000,419076005
268850004,62315008
268921005,419076005
268929007,419076005
268938009,419076005
268941000,419076005
268972001,419076005
268989009,419076005
268994009,419076005
270031000,419076005
270487001,419076005
270903007,419076005
271352005,419076005
271354006,419076005
271613005,65124004
271614004,65124004
271615003,65124004
271681002,419076005
271687003,65124004
271700006,419076005
271713000,419076005
271756005,126485001
271757001,126485001
271771009,65124004
271789005,419076005
271795006,419076005
271799000,419076005
271801002,419076005
271807003,126485001
271808008,419076005
271809000,419076005
271811009,419076005
271813007,419076005
271823003,419076005
271825005,419076005
271826006,419076005
271827002,419076005
271828007,419076005
271835004,65124004
271846001,419076005
271848000,419076005
271853005,419076005
271857006,419076005
271858001,419076005
271897009,419076005
271939006,419076005
272022009,419076005
272025006,419076005
272028008,419076005
272031009,419076005
272032002,419076005
272034001,419076005
272039006,419076005
272040008,419076005
272041007,419076005
272044004,419076005
272047006,419076005
272049009,419076005
274640006,419076005
274657005,419076005
274663001,419076005
274665008,419076005
274667000,419076005
274668005,419076005
274671002,419076005
274673004,419076005
274676007,419076005
274708000,419076005
274719002,419076005
274724004,419076005
274734008,419076005
274739003,65124004
274740001,419076005
274741002,419076005
274743004,65124004
274744005,419076005
274754009,65124004
274755005,65124004
274759004,65124004
274948002,419076005
275297005,62315008
275315004,419076005
275316003,419076005
275321000,419076005
275445000,419076005
275446004,419076005
275472008,419076005
275488008,419076005
275718000,419076005
275719008,419076005
275744000,419076005
275745004,419076005
275746003,419076005
275786006,419076005
275875002,419076005
275884002,419076005
275895008,419076005
275896009,419076005
275921007,126485001
275950000,419076005
275956006,419076005
275958007,419076005
276229008,74474003
276444007,126485001
276465001,74474003
