ancestorId,descendantId
197480006,109006
268664001,109006
93478000,122003
128468007,122003
237090005,127009
7809009,127009
301343009,129007
297999005,134006
154091000119106,134006
128284006,140004
17097001,140004
405737000,140004
128294001,140004
