findingId,situationId
274000001,428456000
274022008,428071007
274026006,267010000
274130007,725951006
275002001,10998491000119106
278213007,53281000119107
278214001,53271000119109
278257006,153351000119102
280478004,275564008
281812007,428043001
285409006,412758008
287350001,698454003
287647007,698423002
287793003,275565009
287847009,142551000119100
301784005,161686007
302338000,16862331000119101
302376006,427818008
302377002,429333003
302383004,161813007
302440009,149811000000101
302481001,10998411000119102
304040003,161668009
305335007,1366231000000102
307303006,82031000119102
308662007,96331000119104
308663002,97021000119102
309431009,429677001
312311004,122331000119103
312713003,69741000119103
312965008,428656009
315053001,439631004
315362007,672261000119100
359623004,428249009
359890009,428847004
359957005,774441000000106
367336001,161653008
370616009,10988361000119105
371346008,70321000119108
371587008,1362171000000106
373356002,113621000119107
373391005,59321000119104
373415004,65181000119105
373416003,65201000119106
373657001,129851000119108
384642005,691161000119105
384643000,119541000119104
384692006,285691000119108
385487005,15111000119100
386200002,16236401000119103
386610001,473159003
386634006,699304000
386749005,691171000119104
386792000,428838007
386811000,120991000119102
387644004,698448004
387701008,698417007
392028003,16347701000119103
392236004,161619009
392238003,765191000000100
395224001,11007231000119107
397112000,69321000119105
397516006,65331000119106
397862008,427964002
398010007,765161000000106
398182006,429154000
398248006,59351000119107
398740003,161687003
399750009,1156319005
400053006,271396005
400136002,161621004
404636007,16347661000119105
405469008,429367008
405525004,429205001
410682003,441195008
410683008,441196009
414574004,429538006
415070008,405741001
415089008,69311000119103
418285008,473155009
419191005,771993001
424606007,10989301000119100
425767004,69141000119102
426559000,10977641000119108
427175002,10996231000119107
427752004,429164009
428179006,122341000119107
428324008,428979007
428372009,429371006
428402007,428310009
428488008,428912006
428490009,429149009
428515000,30801000119107
428547005,428548000
428571003,429009003
428614005,429680000
428663009,429508000
428817001,428316003
428898005,429474004
428916009,429155004
428923005,143501000119107
428985000,428903009
429211003,429218009
429287007,429259003
429377005,10997291000119108
429381005,130041000119106
429400009,429242008
429499003,428664003
429769008,429364001
429772001,428615006
439630003,440935004
441676000,60911000119109
441751006,698367001
441895005,53391000119100
441959001,698421000
442123009,698458000
442190001,698551008
442235000,698427001
442257007,698426005
442278005,698420004
442285009,442461003
442299008,698549009
442325009,698548001
442338001,698450007
442390005,698419005
442395000,698447009
442432004,698418002
442456000,698590007
442558001,698422007
442737009,698550009
445223007,473162000
445429009,11008321000119102
447421006,427959001
608849003,608850003
609588000,1211000119105
699279007,122321000119101
699280005,119471000119107
699352005,119491000119108
699385002,119511000119103
699386001,119521000119105
699667004,139941000119104
700041001,697994009
700373001,69711000119102
700401002,65411000119105
700417008,65421000119103
703145006,59161000119106
708919000,1098991000119103
709077000,10988321000119100
709217002,141721000119105
709292007,690471000119100
709468002,89181000119105
709504001,59211000119103
710576002,11008891000119106
711165002,10997331000119102
711166001,10996051000119109
711169008,11008651000119102
711189009,137461000119101
711299007,77941000119104
711303002,10996271000119105
711305009,10996311000119105
713037008,78991000119108
713281006,139351000119101
713285002,39601000119102
713287005,87661000119103
713522003,1098881000119107
713541000,29371000119104
714812005,713649008
716872004,125211000119106
721056006,286521000119102
721059004,286511000119109
721060009,144701000119104
721061008,144711000119101
722185000,15651431000119103
722215002,473164004
723251002,1078411000119105
723311002,10996571000119108
723312009,11007571000119108
723314005,10997051000119106
723315006,11007931000119104
723689001,144691000119104
723726002,10996611000119104
723731000,11007491000119105
723840008,286541000119108
724046006,10997571000119105
724047002,11008731000119100
724198005,10997211000119104
724199002,11007891000119107
724200004,10997011000119105
724201000,11007851000119102
724377000,10996811000119103
724378005,11007811000119103
725368002,725367007
726011000,130541000119100
726418000,1078681000119101
726419008,1078651000119108
726576007,1078721000119107
726582005,12275951000119104
726635006,1078731000119105
726636007,136071000119101
726651003,16087891000119108
732212008,119751000119105
732934003,16207641000119107
733426006,10997931000119101
733429004,786044002
733591007,11006841000119102
733592000,11006881000119107
734003004,11007001000119105
735194005,674621000119101
735196007,674611000119108
735221002,16088531000119105
735222009,16088491000119105
735223004,16088571000119108
735224005,1078711000119100
735261001,674601000119105
735262008,674591000119103
761841000,1086381000000106
764305006,15638251000119100
771988004,771989007
773819005,16207601000119105
773821000,16207681000119102
784213003,79001000119108
787159000,16207561000119105
787161009,16207521000119100
787213005,16207721000119108
787399008,15636891000119105
787400001,16087771000119104
827098001,1097271000000100
840595002,840596001
860602007,860646004
890305007,16088251000119101
895468008,16088371000119102
895470004,16087691000119109
895471000,16087811000119104
895473002,16087491000119106
895474008,16087651000119104
1156322007,1156325009
1156323002,1156326005
1156324008,1156327001
1156328006,1156329003
